# freq,abs,phase,coherence
0.000000000000000000e+00 6.843881215900182724e-03 -0.000000000000000000e+00 2.391445934772491455e-01
3.126953125000000305e-02 4.835580941289663315e-03 -1.229756927490234375e+01 6.048046350479125977e-01
6.253906250000000611e-02 4.945601802319288254e-03 -2.194908380508422852e+00 6.048216819763183594e-01
9.380859375000000222e-02 6.457488518208265305e-03 1.910047531127929688e+01 8.256152272224426270e-01
1.250781250000000122e-01 4.777011927217245102e-03 7.954714298248291016e+00 7.796102166175842285e-01
1.563476562500000222e-01 4.344454966485500336e-03 -1.703326582908630371e+00 8.565146923065185547e-01
1.876171875000000044e-01 4.707674495875835419e-03 7.025710344314575195e-01 8.676426410675048828e-01
2.188867187500000144e-01 4.643375054001808167e-03 6.603590011596679688e+00 9.159783124923706055e-01
2.501562500000000244e-01 4.323648754507303238e-03 9.308523178100585938e+00 9.597470760345458984e-01
2.814257812500000067e-01 4.588824696838855743e-03 7.922369956970214844e+00 9.667032361030578613e-01
3.126953125000000444e-01 4.642869345843791962e-03 8.941099166870117188e+00 9.841594696044921875e-01
3.439648437500000266e-01 4.613264463841915131e-03 8.109902381896972656e+00 9.835301637649536133e-01
3.752343750000000089e-01 4.639257211238145828e-03 1.008139896392822266e+01 9.854100942611694336e-01
4.065039062500000466e-01 4.462899640202522278e-03 9.782865524291992188e+00 9.656958580017089844e-01
4.377734375000000289e-01 4.405497107654809952e-03 1.139119720458984375e+01 9.813665151596069336e-01
4.690429687500000666e-01 4.452400375157594681e-03 1.227435684204101562e+01 9.897884726524353027e-01
5.003125000000000488e-01 4.426376428455114365e-03 1.287262248992919922e+01 9.894405603408813477e-01
5.315820312500000311e-01 4.453378729522228241e-03 1.289232063293457031e+01 9.845640063285827637e-01
5.628515625000000133e-01 4.413120448589324951e-03 1.432888221740722656e+01 9.856089949607849121e-01
5.941210937500001066e-01 4.438386764377355576e-03 1.424725723266601562e+01 9.906976222991943359e-01
6.253906250000000888e-01 4.478499758988618851e-03 1.528941345214843750e+01 9.937831759452819824e-01
6.566601562500000711e-01 4.427195526659488678e-03 1.649470138549804688e+01 9.912886023521423340e-01
6.879296875000000533e-01 4.608442075550556183e-03 1.635965538024902344e+01 9.894207119941711426e-01
7.191992187500000355e-01 4.447388928383588791e-03 1.685098266601562500e+01 9.913319349288940430e-01
7.504687500000000178e-01 4.397586453706026077e-03 1.605914115905761719e+01 9.936475157737731934e-01
7.817382812500001110e-01 4.346594680100679398e-03 1.686555099487304688e+01 9.953694343566894531e-01
8.130078125000000933e-01 4.181233234703540802e-03 1.523548698425292969e+01 9.957368969917297363e-01
8.442773437500000755e-01 4.345533438026905060e-03 1.149680042266845703e+01 9.977549910545349121e-01
8.755468750000000577e-01 4.572337027639150620e-03 1.112435150146484375e+01 9.938209652900695801e-01
9.068164062500000400e-01 4.804969765245914459e-03 1.066142463684082031e+01 9.950141310691833496e-01
9.380859375000001332e-01 4.883690271526575089e-03 9.425668716430664062e+00 9.943801164627075195e-01
9.693554687500001155e-01 5.352680105715990067e-03 1.390304088592529297e+01 9.814407825469970703e-01
1.000625000000000098e+00 5.995431914925575256e-03 1.531563758850097656e+01 9.957384467124938965e-01
1.031894531250000080e+00 5.986305885016918182e-03 1.676305770874023438e+01 9.981316924095153809e-01
1.063164062500000062e+00 6.033398211002349854e-03 1.873530578613281250e+01 9.972682595252990723e-01
1.094433593750000044e+00 6.124234292656183243e-03 2.158502578735351562e+01 9.969000220298767090e-01
1.125703125000000027e+00 6.158999633044004440e-03 2.286852264404296875e+01 9.978821873664855957e-01
1.156972656250000009e+00 6.184205412864685059e-03 2.362747573852539062e+01 9.981223344802856445e-01
1.188242187500000213e+00 6.180947180837392807e-03 2.564665794372558594e+01 9.971795082092285156e-01
1.219511718750000195e+00 6.158642005175352097e-03 2.689506149291992188e+01 9.984344840049743652e-01
1.250781250000000178e+00 6.336612161248922348e-03 2.775009727478027344e+01 9.971463084220886230e-01
1.282050781250000160e+00 6.550037767738103867e-03 2.856891822814941406e+01 9.967789053916931152e-01
1.313320312500000142e+00 6.761337164789438248e-03 2.909888267517089844e+01 9.966776967048645020e-01
1.344589843750000124e+00 6.861843168735504150e-03 2.887401580810546875e+01 9.941235780715942383e-01
1.375859375000000107e+00 7.110087666660547256e-03 3.099217033386230469e+01 9.936297535896301270e-01
1.407128906250000089e+00 7.280641701072454453e-03 3.251535034179687500e+01 9.969937205314636230e-01
1.438398437500000071e+00 7.511695381253957748e-03 3.295624542236328125e+01 9.983631968498229980e-01
1.469667968750000053e+00 7.834684103727340698e-03 3.348143386840820312e+01 9.986522197723388672e-01
